accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,severity_index,risk_quartile
139,Mumbai,Maharashtra,19.257559,72.75368,2024-02-13,10:00,10,Tuesday,Weekday,highway,3,1,fog,low,30,high,weather,major,3,0,Peak Hour,No Festival,0.8,0,Q4
140,Chennai,Tamil Nadu,13.099257,80.22618,2024-09-21,8:00,8,Saturday,Weekend,urban,4,0,rain,low,32,high,poor road,major,1,0,Peak Hour,No Festival,0.8,0,Q4
141,Chandigarh,Punjab,30.612831,76.81012,2024-11-23,22:00,22,Saturday,Weekend,highway,4,1,rain,medium,17,medium,drunk driving,minor,4,4,Non Peak Hour,No Festival,0.25,16,Q1
142,Bangalore,Karnataka,12.851488,77.58923,2024-10-22,21:00,21,Tuesday,Weekday,urban,2,1,fog,low,36,high,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.65,0,Q4
143,Kolkata,West Bengal,22.408138,88.32298,2023-12-27,21:00,21,Wednesday,Weekday,rural,3,0,rain,medium,29,high,distraction,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
144,Kolkata,West Bengal,22.470345,88.318474,2022-06-05,6:00,6,Sunday,Weekend,urban,3,1,clear,high,38,medium,drunk driving,minor,3,3,Non Peak Hour,No Festival,0.1,9,Q1
145,Kolkata,West Bengal,22.672695,88.400665,2023-01-27,15:00,15,Friday,Weekday,highway,2,0,clear,high,28,low,distraction,major,2,1,Non Peak Hour,No Festival,0.1,2,Q1
146,Chennai,Tamil Nadu,13.145041,80.13371,2022-05-06,7:00,7,Friday,Weekday,highway,5,0,fog,low,15,high,weather,major,1,0,Non Peak Hour,No Festival,0.65,0,Q4
147,Kolkata,West Bengal,22.524366,88.4536,2024-07-31,1:00,1,Wednesday,Weekday,urban,5,0,rain,medium,26,low,weather,minor,2,0,Non Peak Hour,No Festival,0.25,0,Q1
148,Bangalore,Karnataka,13.055067,77.418015,2023-10-19,11:00,11,Thursday,Weekday,rural,4,1,rain,low,30,low,distraction,minor,3,2,Non Peak Hour,No Festival,0.45,6,Q2
149,Delhi,Delhi,28.654528,76.92572,2022-10-05,2:00,2,Wednesday,Weekday,urban,4,1,rain,low,35,low,weather,major,5,2,Non Peak Hour,No Festival,0.45,10,Q2
150,Bangalore,Karnataka,13.174917,77.60235,2023-11-04,21:00,21,Saturday,Weekend,rural,4,1,rain,low,29,medium,drunk driving,major,4,4,Non Peak Hour,No Festival,0.45,16,Q2
151,Pune,Maharashtra,18.479328,73.88208,2022-11-06,22:00,22,Sunday,Weekend,rural,6,0,clear,high,33,low,poor road,fatal,5,5,Non Peak Hour,No Festival,0.3,25,Q2
152,Chandigarh,Punjab,30.65561,76.83154,2024-04-25,3:00,3,Thursday,Weekday,highway,6,1,rain,medium,25,low,poor road,fatal,1,1,Non Peak Hour,No Festival,0.45,1,Q2
153,Bangalore,Karnataka,13.052805,77.617584,2024-07-23,14:00,14,Tuesday,Weekday,urban,3,1,rain,medium,26,medium,weather,minor,5,0,Non Peak Hour,No Festival,0.25,0,Q1
154,Delhi,Delhi,28.834402,77.20946,2022-12-23,12:00,12,Friday,Weekday,rural,5,1,fog,low,33,medium,poor road,fatal,3,3,Non Peak Hour,No Festival,0.65,9,Q4
155,Mumbai,Maharashtra,19.090343,72.90211,2022-03-28,10:00,10,Monday,Weekday,urban,6,0,clear,high,35,high,weather,fatal,2,2,Peak Hour,No Festival,0.65,4,Q4
156,Chennai,Tamil Nadu,13.196352,80.138535,2023-02-04,7:00,7,Saturday,Weekend,urban,5,0,fog,low,32,medium,drunk driving,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
157,Chennai,Tamil Nadu,13.152998,80.25868,2024-09-15,22:00,22,Sunday,Weekend,rural,1,0,fog,low,19,high,distraction,major,4,2,Non Peak Hour,No Festival,0.65,8,Q4
158,Delhi,Delhi,28.671165,77.064186,2023-02-25,3:00,3,Saturday,Weekend,rural,6,1,clear,high,27,high,distraction,minor,4,3,Non Peak Hour,No Festival,0.3,12,Q2
159,Kolkata,West Bengal,22.535435,88.29036,2025-01-09,8:00,8,Thursday,Weekday,highway,5,0,clear,high,33,low,distraction,major,1,1,Peak Hour,No Festival,0.25,1,Q1
160,Pune,Maharashtra,18.522797,73.93378,2022-05-17,20:00,20,Tuesday,Weekday,urban,4,0,fog,low,17,high,poor road,fatal,1,1,Non Peak Hour,No Festival,0.85,1,Q4
161,Bangalore,Karnataka,12.828296,77.719864,2025-01-31,1:00,1,Friday,Weekday,rural,3,1,fog,low,35,low,overspeeding,major,2,0,Non Peak Hour,No Festival,0.45,0,Q2
162,Pune,Maharashtra,18.435528,73.93413,2023-05-20,11:00,11,Saturday,Weekend,rural,1,1,rain,low,19,low,poor road,major,5,1,Non Peak Hour,No Festival,0.45,5,Q2
163,Chennai,Tamil Nadu,12.921984,80.1153,2023-03-24,18:00,18,Friday,Weekday,rural,5,1,clear,high,21,medium,poor road,major,5,5,Peak Hour,No Festival,0.25,25,Q1
164,Chennai,Tamil Nadu,12.841819,80.258804,2022-05-06,0:00,0,Friday,Weekday,rural,2,1,rain,low,37,low,drunk driving,minor,4,0,Non Peak Hour,No Festival,0.45,0,Q2
165,Delhi,Delhi,28.492702,76.81589,2022-04-12,7:00,7,Tuesday,Weekday,highway,1,1,fog,low,17,high,weather,major,4,3,Non Peak Hour,No Festival,0.65,12,Q4
166,Chandigarh,Punjab,30.677187,76.72747,2025-03-30,4:00,4,Sunday,Weekend,rural,4,0,rain,low,16,medium,drunk driving,fatal,5,5,Non Peak Hour,No Festival,0.65,25,Q4
167,Bangalore,Karnataka,13.068595,77.76244,2022-12-22,17:00,17,Thursday,Weekday,urban,1,1,clear,high,33,medium,poor road,fatal,5,5,Peak Hour,No Festival,0.45,25,Q2
168,Chennai,Tamil Nadu,12.891896,80.2276,2022-01-21,18:00,18,Friday,Weekday,urban,3,1,clear,high,29,high,poor road,minor,2,1,Peak Hour,No Festival,0.45,2,Q2
169,Chandigarh,Punjab,30.788551,76.77419,2022-01-22,7:00,7,Saturday,Weekend,highway,5,1,rain,low,37,low,drunk driving,minor,4,3,Non Peak Hour,No Festival,0.45,12,Q2
170,Chennai,Tamil Nadu,13.057219,80.18455,2022-09-18,6:00,6,Sunday,Weekend,highway,6,1,rain,low,38,medium,drunk driving,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
171,Delhi,Delhi,28.555906,77.17793,2022-09-02,21:00,21,Friday,Weekday,highway,1,1,fog,low,37,low,drunk driving,minor,4,0,Non Peak Hour,No Festival,0.45,0,Q2
172,Bangalore,Karnataka,12.94144,77.54976,2023-12-08,10:00,10,Friday,Weekday,rural,3,0,rain,low,19,high,distraction,minor,2,1,Peak Hour,No Festival,0.8,2,Q4
173,Bangalore,Karnataka,12.90836,77.56311,2023-08-24,21:00,21,Thursday,Weekday,highway,1,1,rain,low,27,high,weather,minor,5,1,Non Peak Hour,No Festival,0.65,5,Q4
174,Bangalore,Karnataka,13.008178,77.68378,2023-05-09,4:00,4,Tuesday,Weekday,highway,5,0,rain,low,27,low,overspeeding,major,4,0,Non Peak Hour,No Festival,0.45,0,Q2
175,Hyderabad,Telangana,17.253717,78.264755,2023-12-03,21:00,21,Sunday,Weekend,highway,4,0,fog,low,20,high,weather,minor,5,1,Non Peak Hour,No Festival,0.65,5,Q4
176,Kolkata,West Bengal,22.643284,88.43476,2024-04-09,14:00,14,Tuesday,Weekday,urban,3,0,fog,low,19,low,poor road,minor,3,1,Non Peak Hour,No Festival,0.45,3,Q2
177,Chandigarh,Punjab,30.78977,76.791084,2024-11-11,4:00,4,Monday,Weekday,highway,2,1,clear,high,39,low,distraction,minor,5,0,Non Peak Hour,No Festival,0.1,0,Q1
178,Bangalore,Karnataka,13.094302,77.576126,2023-04-30,1:00,1,Sunday,Weekend,rural,1,1,clear,high,32,low,weather,minor,1,0,Non Peak Hour,No Festival,0.1,0,Q1
179,Kolkata,West Bengal,22.453114,88.38338,2022-01-31,21:00,21,Monday,Weekday,urban,3,0,clear,high,20,medium,weather,fatal,4,4,Non Peak Hour,No Festival,0.3,16,Q2
180,Hyderabad,Telangana,17.492197,78.20001,2022-01-13,19:00,19,Thursday,Weekday,urban,6,0,rain,medium,20,high,poor road,minor,2,0,Peak Hour,No Festival,0.6,0,Q3
181,Chandigarh,Punjab,30.786188,76.807625,2023-03-28,22:00,22,Tuesday,Weekday,highway,6,1,rain,low,33,low,poor road,minor,5,2,Non Peak Hour,No Festival,0.45,10,Q2
182,Hyderabad,Telangana,17.563446,78.23202,2023-10-10,13:00,13,Tuesday,Weekday,urban,5,0,rain,low,39,high,poor road,minor,5,0,Non Peak Hour,No Festival,0.65,0,Q4
183,Bangalore,Karnataka,12.971567,77.689445,2022-07-11,20:00,20,Monday,Weekday,urban,1,1,fog,low,21,medium,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
184,Chandigarh,Punjab,30.784319,76.81136,2024-08-19,8:00,8,Monday,Weekday,highway,2,0,clear,high,23,high,weather,major,5,5,Peak Hour,No Festival,0.45,25,Q2
185,Hyderabad,Telangana,17.262442,78.33299,2022-03-21,19:00,19,Monday,Weekday,urban,2,1,clear,high,23,low,distraction,major,2,0,Peak Hour,No Festival,0.25,0,Q1
186,Pune,Maharashtra,18.62914,73.851105,2025-01-01,10:00,10,Wednesday,Weekday,rural,6,0,rain,low,34,high,distraction,minor,1,1,Peak Hour,No Festival,0.8,1,Q4
187,Pune,Maharashtra,18.616196,73.70513,2024-10-18,8:00,8,Friday,Weekday,urban,1,0,fog,low,31,high,overspeeding,major,3,1,Peak Hour,No Festival,0.8,3,Q4
188,Hyderabad,Telangana,17.432325,78.44992,2022-09-08,0:00,0,Thursday,Weekday,urban,4,0,clear,high,22,low,overspeeding,major,5,4,Non Peak Hour,No Festival,0.1,20,Q1
189,Mumbai,Maharashtra,18.849144,72.72634,2023-02-28,8:00,8,Tuesday,Weekday,highway,6,0,fog,low,27,low,poor road,major,1,0,Peak Hour,No Festival,0.6,0,Q3
190,Kolkata,West Bengal,22.563456,88.31563,2024-03-06,19:00,19,Wednesday,Weekday,urban,3,1,rain,low,36,high,poor road,fatal,1,1,Peak Hour,No Festival,1.0,1,Q4
191,Pune,Maharashtra,18.441513,73.89283,2025-01-28,19:00,19,Tuesday,Weekday,urban,4,1,rain,low,16,high,poor road,minor,5,1,Peak Hour,No Festival,0.8,5,Q4
192,Pune,Maharashtra,18.627045,73.9199,2024-04-23,15:00,15,Tuesday,Weekday,urban,2,1,rain,medium,21,high,weather,major,4,3,Non Peak Hour,No Festival,0.45,12,Q2
193,Hyderabad,Telangana,17.453888,78.41872,2023-01-25,7:00,7,Wednesday,Weekday,rural,5,1,clear,high,34,medium,weather,minor,5,3,Non Peak Hour,No Festival,0.1,15,Q1
194,Hyderabad,Telangana,17.310034,78.36731,2024-07-13,18:00,18,Saturday,Weekend,urban,4,0,rain,low,16,high,distraction,major,3,2,Peak Hour,No Festival,0.8,6,Q4
195,Bangalore,Karnataka,13.180613,77.57322,2024-01-30,2:00,2,Tuesday,Weekday,urban,4,0,fog,low,17,low,overspeeding,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
196,Kolkata,West Bengal,22.48019,88.36684,2022-03-11,16:00,16,Friday,Weekday,urban,5,0,rain,low,20,low,weather,minor,5,5,Non Peak Hour,No Festival,0.45,25,Q2
197,Mumbai,Maharashtra,19.05988,72.74875,2022-11-04,2:00,2,Friday,Weekday,urban,5,1,clear,high,36,high,weather,major,2,2,Non Peak Hour,No Festival,0.3,4,Q2
198,Chandigarh,Punjab,30.650517,76.78945,2022-10-21,0:00,0,Friday,Weekday,urban,2,1,clear,high,36,low,drunk driving,minor,3,2,Non Peak Hour,No Festival,0.1,6,Q1
199,Mumbai,Maharashtra,19.093037,72.876564,2024-04-20,9:00,9,Saturday,Weekend,highway,5,1,rain,medium,40,low,drunk driving,fatal,1,1,Peak Hour,No Festival,0.6,1,Q3
200,Delhi,Delhi,28.596361,77.02673,2023-02-22,0:00,0,Wednesday,Weekday,highway,6,0,fog,low,19,low,weather,minor,4,1,Non Peak Hour,No Festival,0.45,4,Q2
201,Kolkata,West Bengal,22.648232,88.411476,2023-01-28,15:00,15,Saturday,Weekend,rural,1,0,rain,low,27,low,drunk driving,minor,5,3,Non Peak Hour,No Festival,0.45,15,Q2
202,Chennai,Tamil Nadu,12.894547,80.23953,2025-03-03,3:00,3,Monday,Weekday,highway,6,0,clear,high,22,medium,poor road,minor,2,1,Non Peak Hour,No Festival,0.1,2,Q1
203,Chandigarh,Punjab,30.706127,76.87015,2023-09-04,19:00,19,Monday,Weekday,highway,6,0,rain,low,34,high,distraction,major,5,1,Peak Hour,No Festival,0.8,5,Q4
204,Chandigarh,Punjab,30.736284,76.88423,2022-05-07,18:00,18,Saturday,Weekend,urban,1,0,rain,low,15,high,overspeeding,minor,5,4,Peak Hour,No Festival,0.8,20,Q4
205,Bangalore,Karnataka,12.884671,77.57081,2024-04-07,10:00,10,Sunday,Weekend,urban,1,1,rain,medium,37,low,weather,minor,3,3,Peak Hour,No Festival,0.4,9,Q2
206,Kolkata,West Bengal,22.64102,88.46815,2023-12-28,14:00,14,Thursday,Weekday,urban,5,1,clear,high,22,high,poor road,minor,3,0,Non Peak Hour,No Festival,0.3,0,Q2
207,Delhi,Delhi,28.497753,76.93621,2022-12-27,22:00,22,Tuesday,Weekday,urban,2,1,fog,low,34,high,overspeeding,minor,4,0,Non Peak Hour,No Festival,0.65,0,Q4
208,Hyderabad,Telangana,17.22001,78.31109,2024-07-07,10:00,10,Sunday,Weekend,rural,6,0,fog,low,16,high,weather,minor,4,2,Peak Hour,No Festival,0.8,8,Q4
209,Pune,Maharashtra,18.533491,73.818054,2023-09-10,23:00,23,Sunday,Weekend,highway,4,0,rain,low,19,high,weather,major,2,0,Non Peak Hour,No Festival,0.65,0,Q4
210,Bangalore,Karnataka,12.898651,77.51895,2024-07-11,18:00,18,Thursday,Weekday,urban,2,0,clear,high,22,high,distraction,minor,3,0,Peak Hour,No Festival,0.45,0,Q2
211,Chennai,Tamil Nadu,12.942775,80.266235,2023-09-11,0:00,0,Monday,Weekday,highway,3,0,fog,low,24,low,distraction,minor,3,2,Non Peak Hour,No Festival,0.45,6,Q2
212,Mumbai,Maharashtra,18.845526,72.79285,2024-05-06,15:00,15,Monday,Weekday,urban,5,1,fog,low,31,low,distraction,major,2,0,Non Peak Hour,No Festival,0.45,0,Q2
213,Pune,Maharashtra,18.449045,73.96358,2022-12-17,20:00,20,Saturday,Weekend,rural,2,1,rain,low,22,low,poor road,major,3,1,Non Peak Hour,No Festival,0.45,3,Q2
214,Chennai,Tamil Nadu,12.861288,80.1671,2022-01-18,2:00,2,Tuesday,Weekday,highway,1,1,rain,low,29,medium,poor road,minor,5,5,Non Peak Hour,No Festival,0.45,25,Q2
215,Pune,Maharashtra,18.618088,73.98958,2024-06-01,8:00,8,Saturday,Weekend,urban,3,1,fog,low,28,high,drunk driving,minor,3,0,Peak Hour,No Festival,0.8,0,Q4
216,Bangalore,Karnataka,13.09534,77.40231,2024-11-27,2:00,2,Wednesday,Weekday,rural,5,0,clear,high,34,low,weather,major,5,5,Non Peak Hour,No Festival,0.1,25,Q1
217,Delhi,Delhi,28.694773,77.13862,2023-02-25,18:00,18,Saturday,Weekend,rural,3,0,rain,low,35,high,distraction,minor,2,1,Peak Hour,No Festival,0.8,2,Q4
218,Chandigarh,Punjab,30.75305,76.886284,2024-10-10,17:00,17,Thursday,Weekday,highway,5,1,fog,low,19,high,distraction,major,2,1,Peak Hour,No Festival,0.8,2,Q4
219,Bangalore,Karnataka,12.888723,77.598694,2023-08-05,23:00,23,Saturday,Weekend,highway,5,0,rain,medium,25,high,weather,fatal,1,1,Non Peak Hour,No Festival,0.65,1,Q4
220,Mumbai,Maharashtra,18.960846,72.92205,2024-09-24,21:00,21,Tuesday,Weekday,rural,4,1,clear,high,33,high,drunk driving,minor,2,0,Non Peak Hour,No Festival,0.3,0,Q2
221,Bangalore,Karnataka,12.966,77.42648,2023-10-28,18:00,18,Saturday,Weekend,highway,4,0,fog,low,17,medium,weather,minor,1,1,Peak Hour,No Festival,0.6,1,Q3
222,Chennai,Tamil Nadu,13.059482,80.13269,2022-12-30,19:00,19,Friday,Weekday,highway,4,0,fog,low,29,high,weather,major,5,4,Peak Hour,No Festival,0.8,20,Q4
223,Pune,Maharashtra,18.479836,73.98006,2023-08-07,23:00,23,Monday,Weekday,rural,5,1,fog,low,34,medium,weather,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
224,Delhi,Delhi,28.570297,77.25409,2023-04-12,10:00,10,Wednesday,Weekday,highway,6,1,fog,low,35,medium,drunk driving,minor,2,1,Peak Hour,No Festival,0.6,2,Q3
225,Mumbai,Maharashtra,19.147537,72.78197,2023-10-19,6:00,6,Thursday,Weekday,rural,2,1,rain,medium,36,high,poor road,minor,4,4,Non Peak Hour,No Festival,0.45,16,Q2
226,Chennai,Tamil Nadu,12.931329,80.17791,2024-09-28,22:00,22,Saturday,Weekend,highway,4,1,rain,medium,26,medium,weather,minor,2,0,Non Peak Hour,No Festival,0.25,0,Q1
227,Chennai,Tamil Nadu,12.931505,80.204865,2023-05-01,18:00,18,Monday,Weekday,rural,2,1,rain,low,28,medium,drunk driving,major,3,2,Peak Hour,No Festival,0.6,6,Q3
228,Chennai,Tamil Nadu,12.826312,80.207275,2022-01-14,3:00,3,Friday,Weekday,urban,6,0,clear,high,35,medium,drunk driving,minor,3,1,Non Peak Hour,No Festival,0.1,3,Q1
229,Hyderabad,Telangana,17.227436,78.33268,2024-10-12,13:00,13,Saturday,Weekend,rural,4,0,clear,high,38,high,distraction,major,1,1,Non Peak Hour,No Festival,0.3,1,Q2
230,Pune,Maharashtra,18.511753,73.87234,2024-03-30,11:00,11,Saturday,Weekend,urban,2,1,rain,low,28,high,poor road,minor,1,1,Non Peak Hour,No Festival,0.65,1,Q4
231,Bangalore,Karnataka,13.166458,77.64597,2022-11-08,0:00,0,Tuesday,Weekday,rural,5,0,fog,low,39,low,weather,major,4,0,Non Peak Hour,No Festival,0.45,0,Q2
232,Hyderabad,Telangana,17.230263,78.253204,2022-07-11,0:00,0,Monday,Weekday,urban,3,1,clear,high,23,low,overspeeding,fatal,1,1,Non Peak Hour,No Festival,0.3,1,Q2
233,Chennai,Tamil Nadu,13.101426,80.26535,2022-11-27,9:00,9,Sunday,Weekend,urban,1,1,rain,low,23,medium,poor road,minor,3,2,Peak Hour,No Festival,0.6,6,Q3
234,Chandigarh,Punjab,30.621868,76.76792,2024-02-18,14:00,14,Sunday,Weekend,highway,3,0,fog,low,32,low,poor road,major,2,2,Non Peak Hour,No Festival,0.45,4,Q2
235,Chennai,Tamil Nadu,13.104646,80.29434,2024-05-23,7:00,7,Thursday,Weekday,urban,3,0,fog,low,16,high,drunk driving,major,3,2,Non Peak Hour,No Festival,0.65,6,Q4
236,Bangalore,Karnataka,13.160679,77.45058,2022-08-14,17:00,17,Sunday,Weekend,urban,2,0,clear,high,30,medium,overspeeding,major,5,4,Peak Hour,No Festival,0.25,20,Q1
237,Kolkata,West Bengal,22.42186,88.37402,2022-05-05,9:00,9,Thursday,Weekday,highway,3,1,clear,high,31,medium,overspeeding,major,1,1,Peak Hour,No Festival,0.25,1,Q1
238,Delhi,Delhi,28.691978,77.1694,2023-01-03,21:00,21,Tuesday,Weekday,urban,3,0,fog,low,26,high,poor road,major,1,1,Non Peak Hour,No Festival,0.65,1,Q4
239,Kolkata,West Bengal,22.582987,88.286865,2024-09-20,6:00,6,Friday,Weekday,urban,1,0,clear,high,29,low,overspeeding,fatal,1,1,Non Peak Hour,No Festival,0.3,1,Q2
240,Mumbai,Maharashtra,19.00038,72.96346,2023-10-26,17:00,17,Thursday,Weekday,rural,1,0,rain,low,20,high,weather,minor,4,4,Peak Hour,No Festival,0.8,16,Q4
241,Mumbai,Maharashtra,18.844069,72.94851,2023-01-06,7:00,7,Friday,Weekday,urban,2,0,rain,low,26,high,poor road,major,4,2,Non Peak Hour,No Festival,0.65,8,Q4
242,Chandigarh,Punjab,30.722769,76.84618,2023-05-04,4:00,4,Thursday,Weekday,rural,3,0,fog,low,40,medium,distraction,major,4,2,Non Peak Hour,No Festival,0.45,8,Q2
243,Chandigarh,Punjab,30.726192,76.75645,2022-12-18,8:00,8,Sunday,Weekend,rural,5,0,clear,high,40,medium,weather,minor,4,0,Peak Hour,No Festival,0.25,0,Q1
244,Kolkata,West Bengal,22.542147,88.2494,2024-08-13,11:00,11,Tuesday,Weekday,rural,1,0,rain,medium,20,high,overspeeding,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
245,Chennai,Tamil Nadu,12.979934,80.25842,2022-06-29,16:00,16,Wednesday,Weekday,rural,3,0,fog,low,28,medium,overspeeding,major,4,2,Non Peak Hour,No Festival,0.45,8,Q2
246,Kolkata,West Bengal,22.691685,88.380486,2024-08-04,15:00,15,Sunday,Weekend,highway,3,1,fog,low,23,medium,overspeeding,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
247,Pune,Maharashtra,18.554743,73.84646,2022-02-27,5:00,5,Sunday,Weekend,rural,1,0,fog,low,26,high,drunk driving,minor,2,0,Non Peak Hour,No Festival,0.65,0,Q4
248,Pune,Maharashtra,18.4926,73.918396,2023-12-01,8:00,8,Friday,Weekday,urban,3,0,rain,low,35,high,drunk driving,minor,5,3,Peak Hour,No Festival,0.8,15,Q4
249,Bangalore,Karnataka,12.87812,77.75548,2022-11-22,11:00,11,Tuesday,Weekday,highway,2,0,rain,medium,15,high,poor road,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
250,Kolkata,West Bengal,22.628792,88.37757,2024-12-20,11:00,11,Friday,Weekday,highway,2,0,fog,low,30,high,overspeeding,minor,3,2,Non Peak Hour,No Festival,0.65,6,Q4
251,Delhi,Delhi,28.42531,76.84278,2024-12-22,6:00,6,Sunday,Weekend,highway,4,1,fog,low,24,medium,overspeeding,minor,5,0,Non Peak Hour,No Festival,0.45,0,Q2
252,Chennai,Tamil Nadu,13.07404,80.152145,2022-12-30,20:00,20,Friday,Weekday,rural,3,0,clear,high,28,medium,drunk driving,minor,2,1,Non Peak Hour,No Festival,0.1,2,Q1
253,Delhi,Delhi,28.403748,76.84722,2024-04-27,2:00,2,Saturday,Weekend,rural,5,0,rain,low,37,low,weather,major,5,3,Non Peak Hour,No Festival,0.45,15,Q2
254,Mumbai,Maharashtra,19.150087,72.70284,2023-10-20,20:00,20,Friday,Weekday,highway,3,0,fog,low,37,high,weather,major,5,0,Non Peak Hour,No Festival,0.65,0,Q4
255,Mumbai,Maharashtra,19.035654,72.95507,2022-01-01,6:00,6,Saturday,Weekend,highway,4,0,clear,high,29,low,drunk driving,minor,5,5,Non Peak Hour,No Festival,0.1,25,Q1
256,Chennai,Tamil Nadu,12.911957,80.19689,2023-05-21,18:00,18,Sunday,Weekend,urban,5,0,rain,medium,40,low,drunk driving,minor,1,1,Peak Hour,No Festival,0.4,1,Q2
257,Delhi,Delhi,28.472435,77.19605,2022-05-16,1:00,1,Monday,Weekday,highway,5,0,fog,low,26,high,overspeeding,minor,5,4,Non Peak Hour,No Festival,0.65,20,Q4
258,Chandigarh,Punjab,30.6107,76.70367,2024-07-11,15:00,15,Thursday,Weekday,urban,5,0,fog,low,21,high,poor road,minor,5,5,Non Peak Hour,No Festival,0.65,25,Q4
259,Delhi,Delhi,28.40457,76.80483,2022-06-16,11:00,11,Thursday,Weekday,rural,4,0,clear,high,34,high,drunk driving,fatal,3,3,Non Peak Hour,No Festival,0.5,9,Q3
260,Chandigarh,Punjab,30.63764,76.82548,2023-03-23,14:00,14,Thursday,Weekday,rural,6,1,fog,low,31,low,drunk driving,major,4,3,Non Peak Hour,No Festival,0.45,12,Q2
261,Mumbai,Maharashtra,19.115597,72.80238,2022-07-04,7:00,7,Monday,Weekday,rural,4,0,clear,high,25,medium,distraction,major,1,0,Non Peak Hour,No Festival,0.1,0,Q1
262,Pune,Maharashtra,18.695595,73.86889,2022-05-26,12:00,12,Thursday,Weekday,rural,6,0,fog,low,30,medium,overspeeding,minor,4,4,Non Peak Hour,No Festival,0.45,16,Q2
263,Kolkata,West Bengal,22.494642,88.49224,2024-02-24,17:00,17,Saturday,Weekend,highway,6,1,clear,high,21,medium,weather,minor,4,2,Peak Hour,No Festival,0.25,8,Q1
264,Chandigarh,Punjab,30.734982,76.773994,2024-09-07,14:00,14,Saturday,Weekend,highway,4,1,rain,medium,20,low,distraction,minor,5,1,Non Peak Hour,No Festival,0.25,5,Q1
265,Chandigarh,Punjab,30.711487,76.84622,2023-11-27,0:00,0,Monday,Weekday,rural,3,1,clear,high,25,high,distraction,fatal,4,4,Non Peak Hour,No Festival,0.5,16,Q3
266,Chennai,Tamil Nadu,12.968853,80.19611,2024-10-15,1:00,1,Tuesday,Weekday,urban,3,0,fog,low,30,low,poor road,major,3,3,Non Peak Hour,No Festival,0.45,9,Q2
267,Kolkata,West Bengal,22.63079,88.27438,2023-03-20,20:00,20,Monday,Weekday,highway,4,1,fog,low,31,medium,poor road,major,4,2,Non Peak Hour,No Festival,0.45,8,Q2
268,Chandigarh,Punjab,30.671217,76.87869,2025-02-12,17:00,17,Wednesday,Weekday,rural,3,0,fog,low,34,high,poor road,minor,3,3,Peak Hour,No Festival,0.8,9,Q4
269,Bangalore,Karnataka,12.933538,77.73782,2025-01-04,18:00,18,Saturday,Weekend,rural,5,0,clear,high,16,medium,overspeeding,minor,3,3,Peak Hour,No Festival,0.25,9,Q1
270,Bangalore,Karnataka,12.934971,77.5013,2024-07-23,3:00,3,Tuesday,Weekday,urban,6,0,rain,low,35,low,overspeeding,fatal,3,3,Non Peak Hour,No Festival,0.65,9,Q4
271,Bangalore,Karnataka,13.088481,77.40187,2023-03-17,22:00,22,Friday,Weekday,highway,4,0,rain,low,32,medium,overspeeding,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
272,Chennai,Tamil Nadu,13.032356,80.200645,2022-06-01,13:00,13,Wednesday,Weekday,urban,4,0,clear,high,24,low,drunk driving,minor,4,2,Non Peak Hour,No Festival,0.1,8,Q1
273,Pune,Maharashtra,18.68575,73.85434,2024-04-08,21:00,21,Monday,Weekday,rural,2,0,fog,low,32,low,poor road,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
274,Chandigarh,Punjab,30.60071,76.78838,2023-04-12,17:00,17,Wednesday,Weekday,rural,2,1,fog,low,29,high,distraction,minor,2,2,Peak Hour,No Festival,0.8,4,Q4
275,Chennai,Tamil Nadu,12.865666,80.22548,2023-12-06,2:00,2,Wednesday,Weekday,rural,1,1,rain,low,30,low,weather,minor,5,3,Non Peak Hour,No Festival,0.45,15,Q2
276,Chennai,Tamil Nadu,13.125687,80.28864,2022-04-07,14:00,14,Thursday,Weekday,urban,5,0,fog,low,19,high,weather,major,1,0,Non Peak Hour,No Festival,0.65,0,Q4
277,Chandigarh,Punjab,30.61598,76.70325,2023-10-07,1:00,1,Saturday,Weekend,rural,3,1,rain,low,30,low,distraction,fatal,3,3,Non Peak Hour,No Festival,0.65,9,Q4
278,Kolkata,West Bengal,22.449438,88.26851,2023-05-14,20:00,20,Sunday,Weekend,highway,4,0,fog,low,27,medium,drunk driving,major,3,3,Non Peak Hour,No Festival,0.45,9,Q2
